sex,caring_for_household_members,caring_for_non_household_members,consumer_purchases,eating_and_drinking,education,government_services_and_civic_obligations,household_activities,household_services,personal_care_activities,professional_and_personal_care_services,religious_and_spiritual_activities,socializing_relaxing_and_leisure,sports_exercise_and_recreation,telephone_calls,traveling,volunteer_activities,work_and_work_related_activities
male,158,0,0,20,0,0,40,0,475,0,0,205,0,0,262,0,280
female,0,0,0,45,0,20,75,0,718,0,0,441,0,0,76,0,20
female,315,0,60,40,0,0,360,0,465,0,0,180,0,0,20,0,0
male,0,0,0,135,0,0,544,0,536,0,0,225,0,0,0,0,0
male,15,0,0,90,0,0,150,0,605,0,0,165,0,0,15,0,400
male,0,0,0,80,0,0,110,0,540,0,0,180,0,0,20,0,510
male,0,0,0,105,0,0,0,0,570,0,0,640,80,0,45,0,0
male,0,15,10,20,0,0,45,0,510,0,0,360,360,0,120,0,0
male,20,12,0,0,0,0,0,0,610,0,0,420,210,0,108,60,0
male,0,0,0,40,0,0,0,0,600,0,0,800,0,0,0,0,0
male,0,0,15,77,0,0,90,0,490,2,0,93,0,0,115,0,558
male,0,0,0,60,0,0,11,0,860,0,0,509,0,0,0,0,0
female,0,0,0,220,0,0,80,0,665,0,0,130,0,50,0,0,295
male,210,0,0,60,0,0,390,0,420,0,0,270,0,0,0,0,90
male,0,0,45,45,0,0,30,0,540,0,0,695,0,0,85,0,0
male,0,0,0,135,0,0,165,0,455,0,0,525,0,0,20,0,0
male,0,0,0,0,0,0,0,0,810,0,0,570,0,0,60,0,0
female,0,0,0,50,0,0,200,0,855,0,105,210,0,0,15,0,0
female,130,0,0,60,0,0,20,0,660,0,0,35,0,0,50,0,485
male,0,0,0,120,410,0,0,0,620,0,0,260,0,0,30,0,0
female,0,0,0,120,0,0,0,0,683,0,0,0,0,0,14,0,623
female,0,0,20,60,0,0,0,0,210,0,0,360,0,0,201,0,589
male,110,0,15,150,0,0,300,0,420,0,0,255,0,0,10,0,180
female,0,0,75,120,0,0,30,0,505,0,0,75,0,60,160,125,60
female,75,0,0,60,0,0,615,0,480,0,0,170,0,15,25,0,0
male,0,0,0,55,0,0,135,0,525,0,0,215,0,0,10,0,465
male,0,0,0,40,0,0,5,0,398,0,0,180,0,20,62,0,735
female,0,21,45,70,0,0,300,0,570,0,0,414,0,0,20,0,0
female,0,0,0,45,0,0,165,0,575,0,0,60,0,0,20,0,575
male,170,0,0,105,0,0,245,0,575,0,190,95,0,0,60,0,0
female,52,0,40,15,0,0,10,0,475,0,0,165,0,0,135,0,548
male,60,0,0,35,0,0,0,0,680,0,0,2,0,0,103,480,80
female,0,0,0,330,0,0,0,0,960,0,0,120,0,15,0,0,0
male,0,0,253,0,0,0,0,0,750,0,0,329,0,0,108,0,0
female,0,0,0,25,0,0,22,0,440,0,0,200,75,0,135,0,543
male,2,85,70,95,0,0,310,15,430,45,0,150,0,10,193,0,0
male,0,0,45,80,0,0,5,0,675,0,0,619,0,0,16,0,0
female,0,0,0,40,0,0,150,0,505,0,0,505,0,30,30,0,180
female,51,0,135,90,0,0,158,0,610,0,120,126,0,0,150,0,0
female,0,0,25,64,0,0,195,0,555,0,0,75,0,0,30,0,496
male,0,0,0,30,0,0,30,0,690,0,0,690,0,0,0,0,0
female,0,0,120,218,0,0,2,0,600,0,65,285,120,0,0,0,30
male,0,0,0,45,0,0,0,0,510,0,0,120,0,0,30,0,735
female,0,0,0,105,0,0,245,0,360,0,0,490,0,0,0,0,240
male,0,0,0,0,0,0,11,0,975,0,354,90,0,0,10,0,0
male,0,0,35,61,0,0,30,0,510,0,0,80,246,0,21,0,457
female,0,0,0,30,0,0,0,0,320,0,0,580,0,0,40,0,470
male,0,0,5,15,0,0,80,0,630,0,0,150,0,0,20,0,540
male,0,0,0,150,0,0,240,0,660,0,0,220,0,0,50,120,0
female,0,0,70,60,0,0,180,0,555,0,100,355,0,0,120,0,0
female,210,0,0,165,0,0,245,0,585,0,0,180,0,15,40,0,0
male,0,0,15,25,0,0,75,0,597,0,0,305,0,0,48,0,375
male,0,0,0,20,0,0,0,0,610,0,0,270,0,0,0,0,120
male,0,0,0,120,0,0,0,0,570,0,0,210,0,0,120,0,420
female,0,0,20,30,0,0,0,0,500,0,0,455,0,0,70,0,365
female,0,0,0,120,0,0,285,0,690,0,0,0,0,0,185,0,160
male,8,0,0,85,0,0,75,0,565,0,62,260,120,0,265,0,0
male,0,0,0,40,120,0,30,0,640,0,0,0,0,0,20,0,590
female,0,0,0,60,0,0,0,0,720,0,0,650,0,0,10,0,0
female,0,0,60,180,0,0,116,0,250,0,0,774,0,15,45,0,0
female,0,0,0,45,294,0,3,0,739,0,0,233,0,0,126,0,0
female,142,0,0,45,0,0,131,0,431,0,0,132,0,0,36,0,520
female,100,0,0,110,0,0,0,0,420,0,0,120,0,0,120,0,570
female,30,0,0,75,0,0,155,0,660,0,0,460,0,0,40,0,0
female,0,60,0,150,0,0,30,0,510,0,0,200,0,0,110,0,380
female,0,0,0,660,0,0,0,0,630,0,0,150,0,0,0,0,0
female,0,0,0,25,0,0,40,0,475,0,0,900,0,0,0,0,0
female,30,0,0,120,0,0,47,0,716,0,0,445,0,40,42,0,0
female,0,0,0,55,0,0,65,0,458,0,45,30,0,0,100,0,687
male,0,225,0,10,0,0,150,0,575,0,75,285,0,15,105,0,0
female,170,30,0,40,0,0,330,0,455,40,0,300,0,0,10,0,0
male,345,0,0,65,0,0,125,60,515,0,0,120,0,10,30,170,0
female,0,0,0,120,0,0,260,0,720,0,0,340,0,0,0,0,0
female,570,0,0,20,0,0,90,0,540,0,0,220,0,0,0,0,0
male,0,0,0,30,0,0,0,0,630,0,0,255,0,0,35,0,490
female,0,240,10,30,0,0,0,0,570,0,0,508,0,0,82,0,0
male,0,258,0,105,0,0,5,0,630,0,0,320,0,0,122,0,0
female,91,0,45,125,0,0,350,0,470,90,0,174,0,0,95,0,0
male,0,0,0,20,0,0,675,0,460,0,0,250,0,0,35,0,0
male,0,0,0,50,0,0,400,0,750,0,0,240,0,0,0,0,0
female,179,0,15,105,0,0,256,0,570,0,0,200,0,0,115,0,0
female,1,0,0,0,0,0,0,0,630,505,0,0,0,0,95,0,209
female,0,0,0,45,0,0,3,0,412,0,20,45,0,20,145,0,610
female,91,0,0,45,0,0,373,0,555,0,0,307,0,0,69,0,0
female,0,0,0,50,0,0,0,0,485,0,0,60,0,0,58,0,787
female,0,0,0,60,0,0,510,0,570,0,0,240,0,0,0,0,0
female,0,0,0,20,0,0,330,0,420,0,0,420,180,0,40,0,0
female,0,0,90,90,0,0,255,0,505,0,145,150,60,0,85,0,0
male,0,0,30,45,0,0,10,0,630,0,0,165,0,0,40,0,385
female,0,0,0,10,0,0,0,0,525,0,0,60,0,0,66,0,342
female,120,0,45,70,0,0,80,0,737,0,0,330,0,0,58,0,0
male,0,0,240,0,0,0,390,60,450,0,0,240,0,0,60,0,0
female,70,0,0,170,0,45,330,0,595,0,0,135,0,0,95,0,0
female,0,0,10,15,0,0,238,0,600,0,0,280,0,0,87,0,210
male,0,0,10,95,0,0,570,0,588,0,0,150,0,0,27,0,0
male,0,0,0,40,0,0,330,0,605,0,0,360,45,0,0,0,0
female,0,2,0,200,0,0,90,0,530,0,70,363,45,10,130,0,0
male,0,0,0,55,0,0,0,0,715,0,0,0,0,0,10,0,660
female,0,0,0,20,0,0,6,0,590,0,0,15,305,0,30,0,474
female,0,0,60,140,0,0,55,0,594,0,0,461,0,0,33,0,0
female,0,0,10,25,0,0,270,0,585,0,0,520,0,20,10,0,0
male,0,0,0,20,0,0,0,0,880,0,0,360,0,0,180,0,0
male,0,90,118,31,0,0,0,0,795,0,0,175,114,0,117,0,0
female,0,0,0,90,0,0,135,0,855,75,0,210,0,0,75,0,0
female,0,0,0,0,0,0,25,0,420,0,0,620,0,0,330,0,0
female,0,7,2,195,0,0,229,0,672,0,108,130,0,0,72,0,0
male,0,0,0,90,0,0,450,0,610,0,0,90,0,0,130,0,0
female,0,75,125,55,0,0,85,0,480,0,0,305,0,0,90,0,225
female,0,0,0,90,0,0,150,0,630,0,0,550,0,0,20,0,0
female,0,0,0,120,0,0,90,0,450,0,0,280,0,0,85,0,345
female,0,0,0,65,0,0,40,0,770,0,0,555,0,10,0,0,0
male,235,0,90,30,0,0,20,0,520,0,0,440,0,0,90,0,0
male,0,0,0,30,0,0,100,0,510,0,0,120,45,0,115,0,520
male,0,0,0,90,0,0,0,0,630,0,0,230,0,0,20,0,470
female,130,0,155,90,0,0,120,0,550,0,0,345,0,0,50,0,0
female,0,0,60,30,0,0,150,0,570,0,0,535,0,0,90,0,0
male,0,0,25,40,0,0,70,0,480,0,0,803,0,0,22,0,0
male,0,0,0,60,0,0,87,0,590,0,0,638,0,0,65,0,0
male,0,0,0,60,0,0,0,0,540,0,0,60,0,0,90,120,570
male,0,0,0,145,0,0,196,0,515,0,0,0,0,0,35,0,549
female,200,0,0,15,0,0,35,0,670,0,0,510,0,0,10,0,0
female,265,0,120,105,0,0,270,0,510,0,0,60,0,0,110,0,0
male,0,0,0,80,0,0,240,0,530,0,0,30,0,0,60,0,500
female,0,0,0,180,0,0,120,0,675,165,0,195,0,0,105,0,0
male,0,0,5,0,490,0,0,0,440,0,0,0,0,0,505,0,0
female,0,0,0,5,0,0,509,0,541,0,0,385,0,0,0,0,0
male,0,0,0,90,0,0,105,0,495,0,0,65,0,0,40,0,645
female,0,0,120,5,0,0,165,0,525,0,0,459,60,0,106,0,0
female,0,0,60,60,0,0,105,0,535,0,0,225,0,0,95,0,360
female,0,0,0,210,0,0,0,0,750,0,0,440,0,0,40,0,0
male,0,0,0,50,0,0,0,0,555,0,0,170,0,0,20,0,645
female,0,120,50,120,0,0,0,0,450,0,0,80,0,45,180,0,395
male,0,0,0,45,0,0,0,0,635,0,105,525,0,30,100,0,0
male,10,90,120,105,0,0,264,0,450,0,0,45,0,0,86,0,270
female,185,15,0,240,0,0,510,0,420,0,0,60,0,0,10,0,0
male,0,0,15,75,0,0,0,0,425,15,0,15,0,0,15,0,880
male,80,0,0,45,0,0,0,0,478,0,0,185,0,0,47,0,605
female,0,0,0,40,0,0,150,0,750,0,45,351,0,100,4,0,0
female,0,0,0,0,0,0,240,0,660,0,0,540,0,0,0,0,0
male,76,0,0,65,0,0,40,0,580,0,0,109,0,0,25,0,545
male,0,0,0,250,0,0,0,0,425,0,200,410,0,0,155,0,0
female,52,0,0,45,0,0,240,0,637,0,0,353,0,0,113,0,0
female,0,0,20,15,0,0,316,30,570,0,0,344,0,0,85,0,0
female,0,0,0,100,0,0,30,0,645,0,0,645,0,0,0,0,0
female,0,0,30,72,0,0,123,0,453,0,0,149,0,4,76,0,533
male,0,0,0,50,0,0,240,0,660,90,0,360,0,0,40,0,0
male,0,20,0,58,0,0,491,0,300,0,0,441,0,0,20,0,110
female,0,0,0,90,0,0,90,0,870,0,0,300,0,0,0,0,0
male,0,0,0,40,0,0,120,0,585,0,0,695,0,0,0,0,0
male,0,0,0,20,0,0,0,0,540,0,0,560,60,0,80,0,0
female,0,0,0,0,0,0,0,0,540,0,160,700,0,0,40,0,0
male,305,0,0,60,0,0,0,0,435,0,0,175,135,0,20,0,310
female,420,0,0,40,0,0,20,0,780,0,0,30,0,0,30,0,0
male,0,0,30,90,0,0,210,0,705,0,0,220,0,60,45,0,0
female,35,0,0,60,0,0,270,0,810,0,0,205,60,0,0,0,0
female,360,0,0,115,0,0,185,0,465,0,0,315,0,0,0,0,0
female,270,2,170,190,0,0,175,0,397,0,0,150,0,0,75,0,0
female,15,110,0,15,0,0,30,0,610,5,0,545,0,0,110,0,0
female,95,0,0,80,0,0,0,0,855,0,25,165,0,155,0,0,0
female,0,0,0,30,0,0,105,0,650,0,0,210,0,0,445,0,0
female,0,495,30,90,0,0,90,0,625,45,0,0,0,0,65,0,0
male,0,0,3,40,0,0,256,0,435,0,0,414,30,0,82,0,0
male,0,0,0,30,0,0,210,0,440,0,0,310,360,0,90,0,0
male,0,0,140,70,0,0,150,0,495,0,0,347,0,2,216,0,0
female,5,0,0,35,0,0,15,0,675,90,0,245,0,0,115,0,260
male,0,0,120,70,0,0,180,0,690,0,80,210,0,60,30,0,0
female,0,0,120,165,0,0,0,0,585,0,0,390,0,0,180,0,0
female,0,0,10,20,0,0,40,0,689,0,0,400,0,240,41,0,0
female,30,0,120,135,0,0,45,0,680,0,0,315,30,0,85,0,0
female,0,0,20,189,0,0,35,0,430,0,0,753,0,0,13,0,0
female,100,0,0,100,0,0,35,0,595,0,0,120,120,0,85,0,285
male,0,0,0,30,0,0,60,0,635,0,0,65,0,0,10,0,640
male,0,0,0,90,0,0,0,0,530,0,0,360,430,0,30,0,0
male,5,0,0,55,0,0,245,0,635,0,0,225,210,0,65,0,0
female,0,0,0,25,0,0,0,0,735,0,0,640,0,0,40,0,0
female,0,0,0,60,0,0,260,0,600,0,0,450,0,0,70,0,0
female,0,0,170,120,0,0,100,0,630,0,0,400,0,0,20,0,0
male,0,0,10,130,0,0,200,0,555,0,0,0,0,0,30,0,515
female,0,0,30,30,0,0,200,0,450,0,0,170,0,30,60,470,0
male,400,0,0,80,0,0,0,0,615,0,0,120,0,0,225,0,0
male,0,0,0,90,0,0,180,0,600,0,0,505,0,0,65,0,0
female,0,0,15,60,0,0,15,0,509,0,0,0,120,0,91,0,510
male,0,0,0,75,0,0,270,0,486,2,0,60,0,5,67,0,475
female,670,0,20,10,0,0,160,0,290,60,0,115,0,30,40,45,0
male,0,0,0,195,0,0,0,0,390,0,0,0,0,0,150,0,705
female,85,0,0,60,0,0,0,0,815,0,0,480,0,0,0,0,0
female,0,0,0,45,0,0,65,0,684,0,30,610,0,0,6,0,0
male,0,0,60,120,0,0,0,0,570,0,0,650,0,0,40,0,0
male,0,0,135,105,0,0,120,0,455,0,0,195,0,0,100,0,330
male,0,0,0,120,0,0,150,0,480,0,0,150,0,0,60,0,480
female,0,0,30,105,0,0,375,0,495,0,0,375,0,0,60,0,0
female,225,0,0,75,0,0,360,0,600,0,0,180,0,0,0,0,0
male,31,0,0,15,0,0,0,0,330,165,0,854,0,0,45,0,0
male,0,0,20,20,0,0,155,0,535,30,0,100,60,0,115,0,405
female,0,300,30,50,0,0,100,0,595,0,0,210,0,75,80,0,0
male,0,0,0,105,0,0,0,0,425,0,0,0,0,0,40,0,870
male,0,0,20,95,0,0,30,0,360,0,0,916,0,0,19,0,0
male,115,0,0,85,0,0,10,0,460,0,0,178,0,0,182,0,410
female,120,0,0,60,0,0,5,0,530,0,0,45,230,10,0,0,440
female,0,0,0,300,0,0,120,0,465,0,0,0,0,0,75,0,480
female,0,0,0,70,180,0,0,0,570,0,315,135,0,0,50,0,0
male,0,0,195,55,0,0,180,0,570,0,0,60,210,0,170,0,0
female,0,0,0,30,0,0,72,0,615,0,0,723,0,0,0,0,0
male,0,0,0,30,0,0,0,0,780,0,0,240,30,0,0,0,0
female,6,0,0,135,0,0,551,0,515,0,0,188,0,45,0,0,0
male,0,0,0,20,0,0,10,0,955,19,0,346,0,0,90,0,0
male,0,0,25,15,0,0,60,0,640,0,0,90,115,0,495,0,0
female,0,0,0,55,0,0,0,0,615,0,0,770,0,0,0,0,0
female,0,0,5,45,0,0,0,0,490,0,265,15,15,0,110,30,465
male,0,0,85,30,0,110,0,0,510,0,0,600,0,0,105,0,0
female,0,0,0,20,0,0,0,0,270,0,0,1150,0,0,0,0,0
female,0,24,80,15,0,0,60,0,655,0,129,30,0,5,159,0,283
female,0,0,0,60,0,0,225,0,465,0,0,120,0,0,60,0,510
female,0,0,0,225,0,0,155,0,385,0,0,550,0,15,70,0,0
male,0,0,0,30,0,0,170,0,560,0,0,560,0,0,120,0,0
female,0,0,70,15,0,0,118,0,600,0,60,512,0,0,65,0,0
female,0,0,60,120,0,0,5,0,581,0,120,30,0,0,99,0,425
female,0,0,0,40,0,0,16,0,512,0,0,872,0,0,0,0,0
female,0,0,45,105,0,0,170,0,585,0,0,440,40,0,55,0,0
male,0,0,0,10,0,0,33,0,600,0,0,642,30,0,50,0,45
male,0,0,0,120,0,0,390,0,630,0,0,230,40,0,30,0,0
female,85,0,60,60,0,0,240,0,495,0,60,30,0,0,110,0,300
male,42,0,105,30,0,0,45,0,443,0,0,60,0,0,120,0,595
male,0,0,0,30,0,0,250,0,570,0,0,340,120,0,60,0,70
male,6,0,0,140,0,0,320,0,560,0,0,174,150,0,60,0,0
male,0,0,45,15,0,0,22,0,435,0,0,173,60,0,60,0,0
female,0,0,0,70,0,0,0,0,710,0,0,360,275,0,25,0,0
female,120,0,0,15,0,0,0,0,778,0,0,463,0,0,4,0,0
male,5,0,20,52,0,0,0,0,480,0,20,84,257,3,141,378,0
male,0,0,0,60,0,0,0,0,451,0,0,189,0,0,120,0,620
female,30,0,0,20,0,0,60,0,425,0,0,190,90,0,85,0,540
female,135,0,0,30,0,0,310,0,690,0,0,115,120,0,25,0,0
male,0,0,10,60,0,0,320,0,570,0,0,330,0,0,25,0,0
female,85,3,32,10,0,0,132,0,525,0,15,562,0,0,76,0,0
male,0,0,0,60,0,0,0,0,489,0,0,30,0,0,21,220,620
female,0,0,0,95,0,0,287,0,545,0,0,298,0,0,215,0,0
female,0,0,0,54,0,0,49,0,817,0,5,0,0,0,49,0,466
male,15,0,0,163,0,0,3,0,560,0,0,30,0,0,60,0,609
male,0,0,150,60,0,0,75,0,510,0,0,180,0,0,325,0,0
male,0,134,60,199,0,0,251,0,554,0,0,30,0,105,65,0,0
female,0,0,20,108,0,32,0,0,525,0,15,245,0,0,175,320,0
female,270,0,90,90,0,0,125,0,540,0,0,60,0,0,85,0,180
female,0,0,0,100,0,0,170,0,545,0,0,595,0,0,30,0,0
female,0,0,0,30,0,0,150,0,630,0,180,390,0,0,60,0,0
female,0,0,100,60,0,0,86,0,552,3,0,77,0,0,92,0,470
female,0,0,0,110,0,0,0,0,600,0,0,708,0,0,22,0,0
female,0,0,30,22,0,0,25,0,615,180,0,305,0,90,30,0,0
female,0,0,0,70,0,0,185,0,438,0,0,240,0,0,14,0,493
male,0,0,0,60,0,0,35,0,660,0,120,565,0,0,0,0,0
male,140,6,35,95,0,0,330,60,693,0,0,30,0,0,51,0,0
male,0,0,50,110,0,0,518,0,430,0,0,275,0,0,57,0,0
female,0,0,0,60,0,0,10,0,585,0,0,195,0,0,90,0,500
female,0,0,0,180,0,0,240,0,510,0,0,510,0,0,0,0,0
male,3,0,60,80,0,325,265,0,544,0,0,120,0,0,43,0,0
male,0,0,0,60,0,0,0,0,600,0,0,310,0,0,40,0,430
male,0,0,0,35,0,0,1,0,814,0,0,275,230,0,85,0,0
male,0,0,0,245,0,0,165,0,570,0,0,460,0,0,0,0,0
female,0,0,0,120,0,0,0,0,540,0,0,720,60,0,0,0,0
female,0,30,7,45,0,0,376,0,420,0,0,409,0,0,153,0,0
female,180,0,0,20,0,0,90,0,810,0,0,340,0,0,0,0,0
female,0,0,0,30,0,0,0,0,705,0,0,625,0,0,80,0,0
male,0,0,0,80,0,0,0,0,420,0,0,190,0,0,60,0,690
male,0,0,0,90,0,0,470,0,570,0,0,190,0,0,120,0,0
male,0,0,40,120,0,0,230,0,495,0,0,180,0,0,185,0,190
female,0,0,0,15,0,0,35,0,450,0,0,160,0,0,140,0,475
male,0,0,0,270,0,0,0,0,540,0,0,320,150,0,70,0,90
male,30,0,0,15,0,0,315,0,540,0,0,480,0,0,60,0,0
male,0,0,0,30,0,0,138,0,502,0,0,140,0,0,165,0,465
male,0,120,60,390,0,0,85,0,533,0,0,125,0,0,127,0,0
female,420,0,0,35,0,0,115,0,450,0,0,30,0,0,160,0,220
male,0,0,0,60,260,0,0,0,531,0,0,520,15,0,54,0,0
female,0,0,0,45,0,0,235,0,785,0,195,140,0,0,40,0,0
male,0,0,0,20,0,0,180,0,392,0,0,748,60,0,40,0,0
male,0,0,0,70,0,0,15,0,480,0,0,350,0,0,0,0,525
female,0,0,0,150,0,0,105,0,580,0,0,525,0,0,80,0,0
female,0,0,0,55,0,0,270,0,550,0,0,170,0,0,40,0,355
female,290,0,0,50,0,0,270,0,540,0,0,225,60,0,5,0,0
female,307,0,0,135,0,0,210,0,445,0,0,190,0,0,28,0,0
male,0,0,0,62,520,0,0,0,538,0,0,0,250,0,70,0,0
male,0,0,210,0,0,0,0,0,660,0,0,360,0,0,90,0,0
male,140,0,0,30,0,0,190,0,410,0,0,120,0,0,40,0,510
female,0,0,0,0,0,0,0,0,1080,0,0,360,0,0,0,0,0
male,0,0,0,140,0,0,180,0,481,0,0,274,0,0,140,225,0
female,0,0,120,30,0,0,260,0,570,0,0,355,0,0,60,0,0
female,128,0,0,0,0,0,121,0,517,0,0,15,0,93,26,0,540
male,0,0,15,45,0,0,145,0,510,3,0,453,190,0,79,0,0
male,0,0,0,107,0,0,340,0,360,0,0,318,0,180,45,0,0
female,381,240,0,60,0,0,30,0,645,0,0,15,0,0,69,0,0
male,0,0,0,83,0,0,522,0,465,0,20,350,0,0,0,0,0
female,0,0,0,5,0,0,46,0,690,0,4,613,0,0,82,0,0
male,0,0,0,120,0,0,0,0,588,0,0,486,0,0,2,244,0
female,0,0,60,120,0,0,60,0,615,0,100,375,0,10,100,0,0
female,0,0,60,210,0,0,210,0,480,0,60,380,0,0,40,0,0
female,0,0,60,30,0,0,157,0,418,0,0,682,0,75,18,0,0
male,0,0,0,20,0,0,0,0,615,0,326,451,0,0,18,0,0
male,0,0,174,120,0,0,0,0,900,0,0,204,0,0,42,0,0
male,0,0,0,80,0,0,20,0,450,0,0,90,0,0,100,0,700
female,50,0,60,45,0,0,30,0,470,0,0,230,0,0,60,0,450
male,0,0,105,77,0,0,180,0,550,0,0,270,0,0,63,195,0
female,0,0,0,55,40,0,10,0,670,0,0,175,50,0,225,0,215
male,0,0,460,15,0,0,60,0,255,0,0,550,0,0,80,0,20
female,0,0,0,290,0,0,280,0,500,0,0,180,45,30,115,0,0
male,0,0,180,35,0,0,285,15,710,75,0,0,0,30,110,0,0
female,10,0,65,30,70,0,180,0,714,0,0,330,0,0,41,0,0
female,120,0,15,240,0,0,25,0,560,0,0,295,0,0,185,0,0
female,0,0,30,0,0,0,20,0,540,90,0,120,0,0,40,0,600
female,20,0,120,15,0,0,280,0,775,0,0,180,0,0,50,0,0
female,30,0,60,15,0,0,70,0,1063,60,0,0,0,0,32,0,0
male,0,0,0,15,0,0,120,0,510,0,0,573,0,0,222,0,0
male,135,0,75,65,0,0,0,0,550,0,0,160,0,0,170,0,285
female,0,0,0,30,399,0,0,0,675,0,0,0,0,0,46,0,280
female,0,90,0,20,0,0,130,0,445,0,0,108,0,35,4,0,608
female,80,0,60,20,360,0,60,0,760,0,0,60,0,0,40,0,0
male,0,0,119,20,0,0,21,0,602,0,0,291,0,0,173,154,0
male,210,0,0,85,0,0,80,0,610,0,95,90,0,0,70,150,10
female,0,0,0,30,0,0,80,0,400,0,0,710,0,0,220,0,0
female,0,0,60,30,0,0,0,0,720,0,0,590,0,0,40,0,0
male,0,85,90,20,0,0,55,0,470,10,0,240,0,0,192,0,278
male,0,5,0,25,0,0,5,0,671,0,0,254,0,0,70,0,410
female,60,0,70,2,0,0,40,0,535,0,0,308,0,0,127,298,0
male,0,126,10,145,0,0,61,0,570,0,0,90,0,70,38,0,330
male,0,0,0,50,0,0,245,0,715,0,0,275,60,95,0,0,0
male,0,0,0,50,0,0,50,10,718,0,195,195,0,90,72,0,60
male,0,0,20,70,0,0,0,0,660,0,0,630,0,0,60,0,0
female,0,0,0,60,0,0,105,0,615,0,0,440,210,0,10,0,0
female,0,0,0,190,0,0,375,0,721,0,64,90,0,0,0,0,0
male,0,2,0,10,0,0,0,0,558,0,0,70,0,0,140,0,660
male,0,0,0,45,0,0,0,0,450,0,0,135,0,0,30,0,765
female,15,0,0,40,0,0,90,0,910,0,0,295,60,0,30,0,0
male,0,0,0,50,0,0,15,0,890,0,0,340,0,0,20,0,125
male,0,0,0,85,0,0,0,0,515,0,0,90,0,0,80,0,670
female,10,0,0,0,0,0,135,45,415,5,0,425,0,0,75,0,330
male,0,45,0,40,0,0,10,0,825,0,30,410,0,80,0,0,0
female,156,0,30,40,0,0,285,0,495,0,0,75,0,0,50,0,300
female,5,0,35,30,0,0,230,0,485,0,0,10,0,0,345,0,220
male,215,0,0,55,0,0,35,0,575,0,0,0,0,0,95,0,465
female,140,0,5,45,0,0,60,0,465,0,0,110,0,0,70,0,545
male,10,0,0,60,0,0,0,0,495,0,0,120,0,0,65,0,690
male,0,0,0,30,0,0,0,0,660,0,0,390,0,120,0,0,240
male,145,0,5,150,0,0,0,0,605,0,0,295,0,0,75,150,15
female,0,180,0,10,0,0,0,0,900,0,0,330,0,0,20,0,0
female,0,0,0,30,0,0,30,0,450,0,0,870,0,0,60,0,0
female,83,0,0,20,0,0,2,0,660,0,0,360,195,0,120,0,0
male,60,0,0,40,0,0,100,0,518,0,0,0,60,0,14,0,648
male,0,0,0,60,0,0,0,0,570,0,0,180,0,0,60,0,540
female,17,225,0,65,0,0,120,0,475,0,73,120,291,0,54,0,0
female,0,0,0,60,0,0,90,0,795,0,0,465,30,0,0,0,0
female,145,0,60,165,0,0,225,0,585,0,0,165,0,0,95,0,0
male,0,0,0,115,0,0,0,0,580,0,80,545,0,0,120,0,0
female,40,0,7,235,0,0,50,0,374,0,0,213,0,0,113,0,408
male,0,120,0,20,190,0,10,0,420,0,0,620,0,0,60,0,0
female,120,0,0,30,0,0,140,0,720,0,0,424,0,0,6,0,0
male,0,0,0,55,0,0,20,0,570,0,345,420,0,0,30,0,0
female,0,0,0,30,0,0,300,0,619,60,90,181,0,0,160,0,0
female,0,15,0,185,0,0,330,0,680,0,0,15,0,0,200,15,0
male,0,0,0,30,0,0,480,0,480,0,0,450,0,0,0,0,0
female,16,0,0,60,0,0,50,0,555,30,0,85,0,0,110,0,483
female,0,0,5,60,0,0,60,0,615,0,0,120,0,0,10,0,570
male,90,0,75,140,0,0,100,0,540,0,0,150,0,0,42,45,120
female,60,0,15,50,0,0,45,0,465,0,0,265,0,0,50,0,490
male,0,0,0,120,0,0,30,0,450,0,0,270,0,0,225,0,345
male,0,0,0,50,0,0,0,0,650,0,0,740,0,0,0,0,0
female,135,0,0,75,0,0,205,0,675,0,0,320,0,0,30,0,0
male,0,0,90,30,0,0,35,0,695,0,120,360,0,0,110,0,0
female,0,0,120,0,0,0,0,0,540,0,0,695,0,0,85,0,0
female,5,0,180,20,0,0,140,0,720,0,0,285,0,0,90,0,0
male,60,0,0,105,0,0,60,0,475,0,0,215,0,0,30,0,495
female,150,60,0,95,0,0,4,0,458,0,0,293,0,0,200,180,0
male,0,0,0,30,0,0,40,0,400,0,0,120,0,0,75,0,775
female,15,0,30,40,0,0,105,0,420,0,0,30,180,0,160,0,460
female,0,0,0,110,0,0,90,0,665,0,0,310,175,30,60,0,0
female,85,0,0,200,0,0,0,0,815,0,0,300,0,0,40,0,0
female,0,0,0,120,0,0,360,0,780,0,0,60,0,0,120,0,0
female,0,0,105,75,0,0,40,0,795,0,0,385,0,20,20,0,0
female,42,0,0,40,0,0,30,0,1080,0,0,248,0,0,0,0,0
male,0,0,265,75,0,0,195,0,270,0,0,300,270,0,65,0,0
female,0,0,10,80,0,0,290,0,510,0,0,540,0,0,10,0,0
male,0,0,0,15,0,0,45,0,490,0,0,860,0,0,30,0,0
male,0,0,70,95,0,0,102,0,497,5,0,607,0,0,64,0,0
female,177,0,70,55,0,0,343,0,430,0,0,285,0,0,80,0,0
female,8,0,0,65,0,0,150,0,475,0,0,667,0,0,75,0,0
male,0,0,60,20,0,0,60,0,1215,0,0,60,0,0,25,0,0
male,0,22,40,40,0,0,0,0,881,20,0,75,0,93,268,0,0
male,0,0,60,10,0,0,30,0,660,0,0,620,0,0,60,0,0
